No,Title,Writer,Date,Status
1568,INVALID REQUEST PARAMETER ERROR. 문의입니다.,김***,2013-04-19,완료
1572,api사용문의,오***,2013-04-19,완료
1573,담당자님 답변이요,김***,2013-04-19,완료
1570,계속되는 질문 고생이 많으십니다.,김***,2013-04-19,완료
1569,기상청 예보구역정보조회서비스 오류 메시지,진***,2013-04-19,완료
1529,http://ws.bus.go.kr/api/rest/pathinfo/getLocationInfo API문의,고***,2013-04-09,완료
1566,답변에 질문 하겠습니다.,김***,2013-04-18,완료
1567,공연전시정보조회서비스 조회량 증가 신청,박***,2013-04-18,완료
1553,도로명 주소 조회,박***,2013-04-17,완료
1558,도로명 주소 조회 관련 문의요.,김***,2013-04-17,완료
1562,인증키 & xml,김***,2013-04-18,완료
1565,접수대기 질문은 ?,김***,2013-04-18,완료
1564,이메일 주소 변경,오***,2013-04-18,완료
1555,"안녕하세요, 인증키 관련 문의드립니다.",김***,2013-04-17,완료
1551,지식경제부 우정사업본부 관련하여 문의요.,김***,2013-04-16,완료
1556,DATA 신청 승인 일정 문의,김***,2013-04-17,완료
1547,도로명 주소 조회 에러,박***,2013-04-16,완료
1549,DATA.GO.KR에서 없는 자료인거 같아서 문의드립니다.,김***,2013-04-16,완료
1550,도로명 주소 조회 문의,박***,2013-04-16,완료
1552,공연전시정보조회서비스 이용시 문의사항,박***,2013-04-16,완료
1545,도로명 주소 조회서비스 문의,박***,2013-04-16,완료
1537,자외선지수 지점번호가 도대체 뭔가요?,이***,2013-04-12,완료
1544,"주간예보정보조회서비스, 동네예보정보조회서비스 문의드립니다.",이***,2013-04-16,완료
1542,요청주소,김***,2013-04-15,완료
1541,실시간버스정보,김***,2013-04-15,완료
1538,이메일 주소 변경,김***,2013-04-12,완료
1534,bus api 문제되는 쿼리,간***,2013-04-11,완료
1536,"기상청 동네날씨, 생활기상정보 활용하는데 지역코드를 안알려주시네요.",이***,2013-04-12,완료
1528,http://ws.bus.go.kr/api/rest/pathinfo/getPathInfoByBusNSub API문의,고***,2013-04-09,완료
1532,계속되는 반복 질문죄송합니다. 이해를 못해서...,김***,2013-04-10,완료
1527,담당자님 메일 보내드렸는데...,김***,2013-04-09,완료
1524,질문입니다,홍***,2013-04-09,완료
1526,서울 버스 api 사용 관련,간***,2013-04-09,완료
1523,지표정보서비스 결과가 전달되지 않습니다.,최**,2013-04-09,완료
1530,utf-8로 변경에 관한 문의요.,김***,2013-04-10,완료
1525,인증키 관련 문의요.,김***,2013-04-09,완료
1517,한국관광공사 국문서비스 기능요청,진***,2013-04-05,완료
1518,[처리완료]인증되지 않은 키 입니다. 에러의 해결방안은? 키값을 UTF8로..,오***,2013-04-08,완료
1520,이벤트 당첨..,김***,2013-04-08,완료
1521,인증키 발급에 대하여 문의드립니다.,곽***,2013-04-09,완료
1516,한국관광공사 국문서비스 API,진***,2013-04-05,완료
1514,공공취업정보 조회에 대한 문의,김***,2013-04-05,완료
1515,구제역정보 조회,김***,2013-04-05,완료
1511,인천버스 정보 중계신청에 대해서,손***,2013-04-03,완료
1512,혹시나 했는데 역시나 군요..,손***,2013-04-04,완료
1510,링크 오류,정***,2013-04-03,완료
1505,아이디 중복조회가 안되네요,손***,2013-03-31,완료
1509,도대체 운영계정 승인은 왜 안해주는 겁니까?,손***,2013-04-03,완료
1501,문의드립니다.,오***,2013-03-29,완료
1502,경찰서/관공서 정보 API 문의,박***,2013-03-29,완료
1503,활용신청 처리여부,이***,2013-03-30,완료
1506,산악안전정보 요청 쿼리,진***,2013-04-01,완료
1507,키워드 기반 api,장***,2013-04-01,완료
1508,개발 인증키 신청 오류,황***,2013-04-02,완료
1499,전라북도 지역 호출시,진***,2013-03-28,완료
1500,전라북도 음식이야 서비스,진***,2013-03-28,완료
1498,버스 오픈 api 이용,엄***,2013-03-28,완료
1497,전라북도 분류별관광서비스 지역 카테고리,진***,2013-03-28,완료
1496,서울시 버스 api,손***,2013-03-28,완료
1495,도로명 주소 서비스 문의,김***,2013-03-28,완료
1494,전라북도 권역별향토음식점서비스 응답값 이상,진***,2013-03-27,완료
1493,서울시 버스정보api사용,손***,2013-03-27,완료
1492,전북 문화플라자 분류별관광서비스 api에서,서***,2013-03-27,완료
1491,아이디와 서비스 인증키 올립니다. 확인해주세요,서***,2013-03-27,완료
1489,전라북도 분류별관광서비스 분류별 조회 기능,진***,2013-03-27,완료
1490,전북향토음식점서비스 향토음식점목록조회 오퍼페이션에서,서***,2013-03-27,완료
1488,전라북도 분류별관광서비스,진***,2013-03-27,완료
1485,XML 결과값 관련,전***,2013-03-27,완료
1487,버스관련 API 질문입니다.,김***,2013-03-27,완료
1486,기관별 안내 게시물을 올릴 수 있는지요.,이***,2013-03-27,완료
1484,국문관광정보 서비스 활용에 대한 문의입니다.,김**,2013-03-27,완료
1483,서울 버스 정류소 중 종각역이 검색되지 않습니다.,신***,2013-03-26,완료
1482,활용현황,손***,2013-03-26,완료
1481,제주도 특화거리정보서비스,진***,2013-03-26,완료
1480,통계청 국가통계포털 서비스 오류 관련,전***,2013-03-26,완료
1479,제주도 여행정보도우미 서비스 메뉴얼 다운로드 문제,진***,2013-03-26,완료
1478,아래 운영계정신청,손***,2013-03-26,완료
1477,서울시 버스 api사용량,손***,2013-03-26,완료
1476,이미지 링크 오류,안***,2013-03-26,완료
1474,국립공원관리공단 탐방로 코스에 응답값문의,진***,2013-03-25,완료
1471,국립공원 위험지역의 3G에 대한 문의,진***,2013-03-25,완료
1475,관광공사 국문정보 에러 메시지,진***,2013-03-26,완료
1473,공공데이터를 활용한 앱을 유료로 판매해도 되나요?,이***,2013-03-25,완료
1469,아래 경기도버스 문의사항에 대한 확인,주***,2013-03-22,완료
1472,인증키 에러 관련,이***,2013-03-25,완료
1470,국립공원 개발 정보 메뉴얼 수정,진***,2013-03-25,완료
1468,기반정보 관리 서비스 문제,주***,2013-03-22,완료
1467,데이터 규모 및 갱신주기,안***,2013-03-22,완료
1466,새주소 검색,이***,2013-03-22,완료
1464,국립공원 메뉴얼에서 3G가 뭐에요?,진***,2013-03-22,완료
1463,안녕하십니까 우정사업정보센터입니다,이***,2013-03-22,완료
1462,도로명주소 API관련 문의 입니다,김***,2013-03-22,완료
1461,전주시에서 제공하는 공연정보 API 메뉴얼 이상,진***,2013-03-22,완료
1459,위치기반 관광정보 조회에서 dist 항목 없음,진***,2013-03-22,완료
1457,운영계정 신청 처리,손***,2013-03-22,완료
1456,국립공원 산악정보 응답 쿼리 이상,진***,2013-03-22,완료
1460,활용현황 의 문제점,손***,2013-03-22,완료
1455,경기도 기반정보 관리 서비스 신청 2주째,주***,2013-03-21,완료
1453,도로명주소조회서비스 API 문의,김***,2013-03-21,완료
1454,일반회원과 기관회원에 대해 문의드립니다.,이***,2013-03-21,완료
1452,데이타 중계란?,손***,2013-03-21,완료
1450,위치기반 관광정보 조회에서 dist 항목 없음,진***,2013-03-21,완료
1451,국립공원 API에서 요청페이지 이상,진***,2013-03-21,완료
1449,DATA > 원문바로가기 오류,신***,2013-03-20,완료
1448,관광공사 국문정보 서비스 메뉴얼부분,진***,2013-03-20,완료
1447,아이디 저장하는 곳있는데요??,진***,2013-03-20,완료
1444,위치기반 관광정보 조회 오퍼레이션에서,서***,2013-03-20,완료
1445,전북음식문화플라자_권역별향토음식점서비스 api에서,서***,2013-03-20,완료
1442,정류소 노선별 도착예정 정보 목록조회 API정보오류,주***,2013-03-19,완료
1441,경기도 기반정보 관리 서비스,주***,2013-03-19,완료
1439,옥의티를 찾아라 - 몇 개 찾았습니다.,어***,2013-03-19,완료
1443,위치기반 관광정보 api에서,서***,2013-03-20,완료
1438,도로명주소 오류건,김***,2013-03-19,완료
1384,키인증실패 문의,조***,2013-03-12,완료
1431,오류,김***,2013-03-18,완료
1427,몇가지 수정사항,송***,2013-03-17,완료
1435,우편번호 Interface 시 서비스키 오류,김***,2013-03-18,완료
1437,서울 버스 운영계정 문의입니다.,박***,2013-03-19,완료
1433,[이벤트 신청] 옥의 티를 찾아라..,김***,2013-03-18,완료
1420,대체텍스트 오류,김***,2013-03-17,완료
1424,버튼 클릭 안됨 오류,김***,2013-03-17,완료
1423,나의 스크랩 신청일 넣고 검색시 시스템오류,김***,2013-03-17,완료
1422,사이트맵 등록되지 않은 메뉴 보임 오류,김***,2013-03-17,완료
1421,선택박스 오류,김***,2013-03-17,완료
1418,사이트 오류 두개,김***,2013-03-17,완료
1419,메일 주소 오류,김***,2013-03-17,완료
1417,사이트 화면 틀어짐,양***,2013-03-16,완료
1415,Q&A등록자료 구분 변경 안됨,이***,2013-03-16,완료
1414,지역번호 정열오류,이***,2013-03-16,완료
1413,회원정보 보기에 인증서 등록 값 오류,이***,2013-03-16,완료
1412,페이지 이동클릭시 < > 버튼 반응 무,이***,2013-03-16,완료
1411,SNS연계 클릭시 반응 무,이***,2013-03-16,완료
1410,하단의 Footer 에 표시 틀림,이***,2013-03-16,완료
1409,[지식백서] 더보기 버턴의 도움말이 표시 오류,이***,2013-03-16,완료
1408,[테마지식] 더보기 버턴의 도움말이 표시 오류,이***,2013-03-16,완료
1407,외국인 서비스 [가입하기],이***,2013-03-16,완료
1406,외국인 서비스는 영문으로 표기 해야 함,이***,2013-03-16,완료
1405,서비스 검색시 신청유형 [연장신청] 누락,이***,2013-03-16,완료
1404,메인페이지 현황박스 높이 오류,이***,2013-03-16,완료
1403,[UI]팝업창 위치 부적절,서***,2013-03-16,완료
1402,리스트 카운트 수 불일치,이***,2013-03-15,완료
1401,홈페이지 소스코드 보임,이***,2013-03-15,완료
1425,링크 오류,김***,2013-03-17,완료
1426,수정 및 저장 오류,김***,2013-03-17,완료
1430,회원 전환 아이디 조회 후 사용이 안됩니다.,조***,2013-03-18,완료
1434,아이디 저장이 안되네요,진***,2013-03-18,완료
1429,url 인코딩 문의,박***,2013-03-18,완료
1400,SERVICE_ACCESS_DENIED_ERROR,서***,2013-03-15,완료
1399,정류소별 교통약자용 도착예정 정보 목록 조회 (getLowArrInfoByStId) 시 문의사항입니다.,정***,2013-03-15,완료
1398,명세서와 실제 데이터 차이,조***,2013-03-13,완료
1396,오류(?)사항 신고합니다.,오***,2013-03-13,완료
1397,지번주소조회 요청 인코딩 문의,박***,2013-03-13,완료
1395,지번주소조회 문의,박***,2013-03-13,완료
1394,"공공정보를 이용하여 앱 개발 시 유료화 가능 여부 문의(판매,IAP, 광고)",김***,2013-03-13,완료
1393,지번주소조회 요청 URL의 인코딩 문의,박***,2013-03-13,완료
1392,서울 노선정보서비스 운영계정 문의입니다.,박***,2013-03-13,완료
1391,경기도 기반정보 관리 서비스,주***,2013-03-12,완료
1390,몇 가지 오류 및 개선사항 의견드립니다.,강***,2013-03-12,완료
1389,지번주소조회 복합검색 요청메세지 문의,박***,2013-03-12,완료
1388,국문관광정보 이미지 조회 오류,박***,2013-03-12,완료
1387,지번주소 복합검색 문의,박***,2013-03-12,완료
1386,회원정보수정 오류,박***,2013-03-12,완료
1385,그림이 안보여요~~,박***,2013-03-12,완료
1382,버스도착정보 관련 문의,조***,2013-03-11,완료
1380,버스노선 정보 운영계정 신청 문의입니다.,박***,2013-03-08,완료
1381,활용 관련하여 문의드립니다.,강***,2013-03-09,완료
1379,공연전시정보조회서비스 API요,기***,2013-03-06,완료
1378,버스 노선 운영계정 신청건 문의입니다.,박***,2013-03-05,완료
1377,OPEN API 제공 문의,이***,2013-03-04,완료
1376,운영계정 신청시 오류,박***,2013-03-04,완료
1372,서비스 활용방법,박***,2013-03-01,완료
1373,실데이터 확인방법,박***,2013-03-01,완료
1374,버스 api 사용 방법 문의,간***,2013-03-02,완료
1375,서비스키 인증관련 30 에러,심***,2013-03-04,완료
1369,서비스키는 하나로 이루어져 있나요?,진***,2013-02-27,완료
1368,우정사업본부 지번 검색 조회서비스,진***,2013-02-27,완료
1367,서울시 버스 정보 조회시 오류,박***,2013-02-27,완료
1365,검색어를 입력해도 결과값을 찾을 수 없습니다.,허***,2013-02-25,완료
1364,미등록 서비스키 에 대한 오류 질문,진***,2013-02-25,완료
1363,서비스 키 확인요청,진***,2013-02-22,완료
1351,경기도 기반정보 관련,손***,2013-02-20,완료
1359,경기도 버스정보 기반정보 데이터에 대해,손***,2013-02-22,완료
1362,SERVICE KEY utf8에 대한 질문입니다.,진***,2013-02-22,완료
1360,지역별 코드는 어떻게 알수 있나요?,진***,2013-02-22,완료
1361,SERVICE KEY IS NOT REGISTERED ERROR. 에러에 대해,진***,2013-02-22,완료
1358,SERVICE KEY IS NOT REGISTERED ERROR,진***,2013-02-22,완료
1357,지번 우편번호 검색문제입니다,허***,2013-02-22,완료
1356,SERVICE KEY IS NOT REGISTERED ERROR,허***,2013-02-21,완료
1352,원문 바로 가기가 열리지 않습니다.,김***,2013-02-21,완료
1350,경기도 버스정보 기반정보 조회,손***,2013-02-19,완료
1349,SERVICE ACCESS DENIED ERROR,이***,2013-02-19,완료
1348,경기도 기반 정보,손***,2013-02-18,완료
1347,정류소 고유번호 0번 인것에 대한 추가 문의,손***,2013-02-18,완료
1340,xcode에서 xml 파싱방법과 xml파일 크롬에서 확인해보는 방법?ㅜ,송***,2013-02-17,완료
1339,도로명 주소 조회서비스 API 관련,안***,2013-02-15,완료
1332,서비스키관련,정***,2013-02-15,완료
1331,서울버스정보 중 정류소정보 데이터 이상,손***,2013-02-15,완료
1328,서비스 사용 오류,박***,2013-02-13,완료
1327,서비스키 에러,조***,2013-02-12,완료
1326,서울 버스 api 신청 문의,간***,2013-02-12,완료
1323,제주관광정보 OPEN API 관련 문의,강***,2013-02-06,완료
1325,서울특별시 버스위치정보 서비스 문의,조***,2013-02-07,완료
1324,"관광공사 영문,일문,중문 지역기반 조회 건수확인",김***,2013-02-07,완료
1322,서울버스 api문제,주***,2013-02-06,완료
1312,서울버스api정보 문제,주***,2013-02-04,완료
1308,도로명주소 서비스 관련 오류입니다.,홍***,2013-01-29,완료
1309,영문 관광 API 일일 트래픽 건수 제한 의심,김***,2013-01-30,완료
1311,건수제한 이슈,김***,2013-01-31,완료
1310,노선별경유정류소 API 재문의,황***,2013-01-30,완료
1307,한국사정보 데이터베이스,김***,2013-01-29,완료
1306,도로명주소 서비스 서버추가건,류***,2013-01-29,완료
1305,노선별경유정류소 API,황***,2013-01-29,완료
1304,서비스 목록서비스 URL 호출시 NOT FOUND 에러가 납니다.,천***,2013-01-28,완료
1303,서울버스API문의,황***,2013-01-28,완료
1301,재신청 관련 문의,조***,2013-01-24,완료
1297,영문 관광정보서비스 개발계정 인증키 생성 오류,김***,2013-01-22,완료
1298,국문관광서비스 서비스 키 등록오류,김***,2013-01-22,완료
1295,API 파싱할때요,기***,2013-01-18,완료
1296,개발계정 승인문의,황***,2013-01-21,완료
1293,인증키 오류~,(******,2013-01-17,완료
1294,안녕하세요.,기***,2013-01-18,완료
1292,인증키 오류입니다.,(******,2013-01-17,완료
1287,개발계정과 운영계정의 차이가 무엇입니까?,박***,2013-01-16,완료
1286,공연문화정보 데이타 관련,황***,2013-01-15,완료
1285,경기도 open api 활용 서비스관련 문의입니다.,박***,2013-01-14,완료
1279,안녕하세요,기***,2013-01-10,완료
1284,문의 드립니다,박***,2013-01-11,완료
1281,url이utf-8키인데 안되요,최***,2013-01-11,완료
1282,url문제 제발....,최***,2013-01-11,완료
1283,서울시 버스 오픈api활용문의,최***,2013-01-11,완료
1280,api key 언제쯤 받을수 있는건가요,김***,2013-01-10,완료
1278,utf-8인코딩  등록키,최***,2013-01-09,완료
1276,얼마전까지 홈페이지에 있던 기능이 없어졌네요.,이***,2013-01-08,완료
1274,국회도서관 API관련 추가 문의드립니다.,이***,2013-01-04,완료
1272,국회도서관 API관련 문의드립니다.,이***,2013-01-04,완료
1273,한번 더 질문 드립니다,허***,2013-01-04,완료
1271,질문드립니다,허***,2013-01-04,완료
1268,활용 신청후 활용가능여부질문,최***,2013-01-03,완료
1267,open api활용희망일,최***,2013-01-02,완료
1266,인증키 등록 실패,이***,2013-01-02,완료
1265,비상업용 목적과 광고의 관계 여부 문의,최***,2012-12-31,완료
1264,등록키요.,기***,2012-12-31,완료
1263,공연전시정보조회서비스 APi요.,기***,2012-12-29,완료
1262,SERVICEKEY IS NOT REGISTERED ERROR,김***,2012-12-27,완료
1261,도로명주소조회서비스 서비스키 관련 문의,(******,2012-12-24,완료
1258,서버에서 url 콜을 하고 싶은데..,이***,2012-12-21,완료
1257,도로명주소 브라우저에 따라 검색이 안되요,이***,2012-12-21,완료
1252,레시피 서비스 문제,이***,2012-12-20,완료
1253,정류소정보조회 서비스,허***,2012-12-20,완료
1251,인증키 발급받고 조회를 하는데 키가 등록되지 않았다고 떠요,이***,2012-12-20,완료
1250,인증키 등록 실패...,이***,2012-12-19,완료
1248,지역보육시설목록조회 서비스 - SERVICE KEY IS NOT REGISTERED ERROR,이***,2012-12-18,완료
1249,서울버스 open-api URI,노***,2012-12-18,완료
1242,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2012-12-17,완료
1247,보육료 계산 서비스 - SERVICE KEY IS NOT REGISTERED ERROR,이***,2012-12-18,완료
1246,레시피 서비스 관련 응답에 결과가 없습니다.,이***,2012-12-18,완료
1245,우리동네 보육시설 정보조회 서비스 NO OPENAPI SERVICE ERROR.,이***,2012-12-17,완료
1244,보육료 계산 서비스 SERVICE KEY IS NOT REGISTERED ERROR.,이***,2012-12-17,완료
1243,레시피 검색 관련 추가 문의 드립니다.,이***,2012-12-17,완료
1241,레시피 조회 서비스가 응답을 하지 않습니다.,이***,2012-12-17,완료
1240,Key인증실패: APPLICATION ERROR.[인증모듈 에러코드(01)],송***,2012-12-17,완료
1239,도로명주소서비스 서비스키 발급 방법 문의,이***,2012-12-14,완료
1237,Re: 도로명주소조회서비스에서 우편번호로 검색만 지원됨,윤***,2012-12-12,완료
1235,도로명주소조회서비스에서 우편번호로 검색만 지원됨,윤***,2012-12-11,완료
1231,서울버스 API 두번째 질문입니다.,이***,2012-12-06,완료
1233,인증키 오류 ...,강***,2012-12-08,완료
1232,"신청했는데, 언제쯤 승인 될런지요?",박***,2012-12-06,완료
1230,서울버스 API 질문입니다.,이***,2012-12-05,완료
1229,도로명주소 검색시 jquery ajax 가 거부가 됩니다,박***,2012-12-04,완료
1228,경기버스 api 키 발급 문의,인******,2012-12-04,완료
1227,버스 정보 조회(오픈 API) 사용 공개 키 발급 신청,박***,2012-12-04,완료
1226,버스 api(정류소정보조회 서비스)를 사용하려고 합니다.,엄***,2012-12-03,완료
1222,API 승인 및 사용량 관련 문의,얌******,2012-11-30,완료
1225,버스 api 트래픽 문의,인******,2012-12-03,완료
1223,인증 유형 문의,인******,2012-11-30,완료
1221,서울교통 서비스 명세서 관련,김***,2012-11-30,완료
1219,서비스 키 및 ajax관련 질문입니다.,허**,2012-11-28,완료
1218,[기상청] 보건기상지수조회 서비스 이용 관련 문의 사항입니다.,허**,2012-11-28,완료
1217,인증유형 변경,윤***,2012-11-27,완료
1216,APPLICATION ERROR가 발생합닏가.,이***,2012-11-26,완료
1215,"""SERVICE ACCESS DENIED ERROR""가 발생합니다.",이***,2012-11-26,완료
1214,SERVICE KEY IS NOT REGISTERED ERROR 발생,이***,2012-11-26,완료
1212,인증키 등록버튼을 눌렀는데 실패했다고 뜹니다.,줌******,2012-11-23,완료
1211,민원안내 및 의약품 허가 정보에 대한 참고 문서가 없나요?,이***,2012-11-23,완료
1210,인증키 발급,줌******,2012-11-23,완료
1209,대중교통환승경로 조회 서비스에 대한 질문입니다.,김***,2012-11-23,완료
1208,생활지수 조회시 질문입니다.,이***,2012-11-23,완료
1207,SERVICE KEY IS NOT REGISTERED ERROR 세부 정보입니다.,이***,2012-11-22,완료
1206,SERVICE KEY IS NOT REGISTERED ERROR,최***,2012-11-22,완료
1204,SERVICE KEY IS NOT REGISTERED ERROR,이***,2012-11-21,완료
1205,INVALID SERIVCE KEY 관련,최***,2012-11-22,완료
1203,인증키관련 질문입니다.,고***,2012-11-21,완료
1202,경기도 버스 기반 정보 파일을 다운할 수 없습니다.,박***,2012-11-20,완료
1201,기관 사용자 등록 관련 문의 드려요,(******,2012-11-20,완료
1200,트래픽 제한 관련 문의,김***,2012-11-20,완료
1199,등록되지 않은 서비스키 오류 문의드립니다.,김***,2012-11-19,완료
1198,기관가입 관련 문의,유******,2012-11-19,완료
1197,기관사용자 등록 문의,유******,2012-11-19,완료
1196,버스정보 이용 관련 인증 실패 문제..,휴***,2012-11-16,완료
1195,재질문 드립니다.,오***,2012-11-15,완료
1193,키인증 관련 문의드립니다.,박***,2012-11-15,완료
1192,키 인증과 관련되어 질문드립니다.,오***,2012-11-14,완료
1191,프로그램 공유자원 신청 언제쯤 사용 가능한지요?,원***,2012-11-13,완료
1190,기관사용자 문의,유******,2012-11-12,완료
1185,SERVICE KEY IS NOT REGISTERED ERROR 발생,문***,2012-11-09,완료
1189,보육시설조회서비스 문의드립니다,권***,2012-11-12,완료
1188,대중교통환승경로 조회 서비스에 대해서 질문 좀 하겠습니다.,강***,2012-11-11,완료
1187,안녕하세요 질문좀하겠습니다.,이***,2012-11-10,완료
1186,버스 도착 API를 사용하고자 합니다.,이***,2012-11-09,완료
1184,인증키 문제입니다.,이***,2012-11-08,완료
1183,개인사업자 회원가입 문의,얌******,2012-11-07,완료
1182,POI기반 건물명으로 상세 주소찾기,강***,2012-11-06,완료
1181,dong으로 지번주소 조회,강***,2012-11-06,완료
1179,인증키 사용할때 문제점,강***,2012-11-05,완료
1178,인증키발금프로그램 사용방법 문의,행*****,2012-11-05,완료
1177,어떻게 값을 불러옵니까?,남***,2012-11-02,완료
1174,OpenAPI 호출시 KEY 인증 실패가 발생합니다.,강***,2012-10-31,완료
1173,노선정보조회 서비스,이***,2012-10-30,완료
1167,SERVICE KEY IS NOT REGISTERED ERROR,(******,2012-10-29,완료
1168,도로명주소조회서비스가 우편번호 검색외에 서비스 되지 않습니다.,(******,2012-10-30,완료
1166,HTTP/1.1 404 Not Found,이***,2012-10-29,완료
1157,APPLICATION ERROR,이***,2012-10-25,완료
1165,APPLICATION ERROR,이***,2012-10-29,완료
1162,서울시 보육정보 조회서비스 문의드립니다,권***,2012-10-29,완료
1164,언제승인나나요,천***,2012-10-29,완료
1160,신청후 승인까지 기간이 얼마나 되나요?,이***,2012-10-29,완료
1159,일일트래픽 변경신청시..,최***,2012-10-26,완료
1153,APPLICATION ERROR,이***,2012-10-25,완료
1148,지수별 검색 결과 첨부,이*****,2012-10-23,완료
1147,보건기상지수/생활기상지수 지점별 검색 결과 질문,이*****,2012-10-23,완료
1145,서비스키 인증키 질문,이*****,2012-10-22,완료
1144,API 테스트 재질문,이*****,2012-10-22,완료
1137,프로그램 활용 신청 갱신,장***,2012-10-19,완료
1136,버스api에대해 다시질문드립니다.,최***,2012-10-18,완료
1143,기관사용자 등록에 대해서,(******,2012-10-22,완료
1142,승인까지 대체 얼마나 걸리나요,임***,2012-10-20,완료
1140,API 테스트 환경 질문드립니다.,이*****,2012-10-19,완료
1139,보건/생활기상 중 반려 사유를 알고 싶습니다.,이*****,2012-10-19,완료
1138,서비스키에 관해서.,김***,2012-10-19,완료
1133,지하철 관련해서 다시 질문드립니다.,이***,2012-10-17,완료
1135,버스api관해 질문드립니다,최***,2012-10-18,완료
1134,프로그램 활용 신청에 관한 질문입니다.,황***,2012-10-18,완료
1130,건강기능식품 추가 질문드립니다.,최***,2012-10-17,완료
1131,버스도착정보조회 서비스의 버스ID 문의,최***,2012-10-17,완료
1129,지하철 api는 어디있나요?,이***,2012-10-17,완료
1126,서울버스 api 트래픽 변경 요청 적용 시일,전***,2012-10-17,완료
1122,기관코드에 대해서....,박***,2012-10-16,완료
1119,기관코드에서...,박***,2012-10-16,완료
1117,보육시설 데이터 관련 문제는 현재 진행상황이 어떻게 되나요?,강***,2012-10-16,완료
1106,건강기능식품정보조회 문의,최***,2012-10-12,완료
1105,서울보육정보가 2달째 안되고있는데요??,김***,2012-10-11,완료
1104,Key인증실패: SERVICE KEY IS NOT REGISTERED ERROR,김***,2012-10-11,완료
1103,Key인증실패: SERVICE KEY IS NOT REGISTERED ERROR,김***,2012-10-11,완료
1099,지번주소조회 관련 문의드립니다,전***,2012-10-10,완료
1097,또질문해서죄송요 ...,장***,2012-10-10,완료
1093,키 인증 문제~,김***,2012-10-08,완료
1092,ancName 검색결과 0건,박***,2012-10-08,완료
1088,출력값이 0 으로 나오는 부분이 ...,박***,2012-10-05,완료
1089,키가 계속 안되네요,장***,2012-10-05,완료
1087,key 인증이 안됩니다.,강***,2012-10-05,완료
1086,key 인증이 안되요,장***,2012-10-04,완료
1065,출력값이 0 으로 나오는 부분이 있습니다,조***,2012-09-26,완료
1060,"에러코드 98, Open API 에러 발생",이***,2012-09-24,완료
1056,공유자원 사용에대한 질문입니다.,김***,2012-09-24,완료
1053,버스 api사용시 필요한 라이브러리 질문입니다,최***,2012-09-21,완료
1052,질문있습니다.,강***,2012-09-21,완료
1051,key인증실패 application error(01),박***,2012-09-21,완료
1049,도로명 주소 조회시 검색어 인코딩은 어떻게 해야 하는지요?,조***,2012-09-20,완료
1047,질문다시올립니다 태그값비어있는곳,조***,2012-09-19,완료
1045,버스 api관련,김***,2012-09-19,완료
1046,도로명 주소 조회 API 적용 관련,고***,2012-09-19,완료
1042,버스 api 태그값이 비어있는곳이 있습니다..,조***,2012-09-19,완료
1040,버스정류장api관련,김***,2012-09-18,완료
1038,경기버스 api 기반정보 조회 시 문의사항,전***,2012-09-18,완료
1037,인증키를 발급받았는데 서비스 요청시 인증키 오류가 납니다.,백***,2012-09-18,완료
1036,버스 api 사용신청 문의,전***,2012-09-18,완료
1035,Open API 사용신청 문의입니다.,최***,2012-09-17,완료
1032,서울보육정보 API 언제 정상화되나요??,김***,2012-09-16,완료
1029,버스API 추가 질문입니다.,김***,2012-09-13,완료
1028,임시키,조***,2012-09-13,완료
1018,SERVICE KEY IS NOT REGISTERED ERROR,조***,2012-09-11,완료
1026,버스정보 API를 사용하려고 하는데요,김***,2012-09-12,완료
1025,도로명 주소 api가 에러뜨면서 조회가 안됩니다.,김***,2012-09-12,완료
1020,API 데이터가 여전히 정상적으로 조회되지 않습니다.,강***,2012-09-11,완료
1022,농림수산식품부 레시피 조회 서비스 조회 오류,이***,2012-09-11,완료
1021,서울시 보육시설정보 조회시 아래와 같은 에러가 납니다. 지난달 말경에 잘 되었었는데요.,이***,2012-09-11,완료
1017,dtd 파일 뷰어,김***,2012-09-10,완료
1016,답변 감사합니다..,임***,2012-09-10,완료
1015,프로그램 활용 신청을 할때 질문입니다.,임***,2012-09-10,완료
1013,SERVICE KEY IS NOT REGISTERED ERROR,권***,2012-09-08,완료
1012,키문제 다시 문의 드립니다.,김***,2012-09-07,완료
1010,SERVICE KEY IS NOT REGISTERED ERROR,권***,2012-09-07,완료
1011,키 문제 다시 문의 드립니다..,김***,2012-09-07,완료
1005,보건기상지수 및 생활기상지수 문의 드립니다,이***,2012-09-06,완료
1007,키 승인 문의 드립니다.,김***,2012-09-06,완료
1004,도로명 주소 OpenAPI사용 문의,이***,2012-09-05,완료
997,<areaNo>090</areaNo>,김***,2012-09-03,완료
996,App개발 중에 문의사항이 있습니다.,김***,2012-09-01,완료
1001,처리안되어 발생된 문제 전화드리겠습니다,주***,2012-09-03,완료
1000,문의드린 처리 안되어 피해가 크게 발생되었습니다.,주***,2012-09-03,완료
993,ebs  설정 부터 키값..,김***,2012-08-31,완료
988,인증키(sessionKeyTool.exe 실행시 오류,한***,2012-08-30,완료
995,도로명주소 OpenApi사용시 서비스키 발급은 어디서?,이***,2012-08-31,완료
994,기관 사용자 다시한번 문의드립니다.,(******,2012-08-31,완료
992,API 데이터가 정상적으로 조회되지 않습니다.,강***,2012-08-31,완료
987,api 키 값 질문..,김***,2012-08-30,완료
